X,Y,Z,ms,Date
-1,2,9,537507,07:40:59:101
-1,2,10,538007,07:40:59:601
-1,2,10,538509,07:41:00:103
-1,2,10,539007,07:41:00:601
-1,2,10,539508,07:41:01:102
-1,2,10,540008,07:41:01:602
-1,2,10,540507,07:41:02:101
-1,2,10,541007,07:41:02:601
0,2,8,541507,07:41:03:101
0,2,8,542008,07:41:03:602
-1,3,8,542508,07:41:04:102
1,3,9,543008,07:41:04:602
-3,1,9,543508,07:41:05:102
-1,2,11,544009,07:41:05:603
1,2,10,544507,07:41:06:101
1,2,8,545008,07:41:06:602
-1,5,9,545507,07:41:07:101
1,4,7,546008,07:41:07:602
1,4,6,546508,07:41:08:102
0,5,9,547007,07:41:08:601
2,3,7,547508,07:41:09:102
-1,4,7,548008,07:41:09:602
1,4,8,548508,07:41:10:102
0,4,8,549008,07:41:10:602
3,4,8,549508,07:41:11:102
-1,3,4,550007,07:41:11:601
2,1,11,550508,07:41:12:102
0,1,9,551008,07:41:12:602
1,2,7,551508,07:41:13:102
1,2,5,552008,07:41:13:602
-1,2,8,552507,07:41:14:101
-2,1,6,553007,07:41:14:601
-2,2,12,553508,07:41:15:102
1,4,9,554007,07:41:15:601
-2,2,7,554507,07:41:16:101
-2,2,10,555007,07:41:16:601
-1,1,11,555507,07:41:17:101
1,4,11,556008,07:41:17:602
0,3,7,556508,07:41:18:102
-2,3,11,557008,07:41:18:602
-2,5,11,557508,07:41:19:102
-6,7,11,558008,07:41:19:602
2,6,7,558508,07:41:20:102
2,7,10,559008,07:41:20:602
4,4,8,559507,07:41:21:101
0,4,11,560008,07:41:21:602
0,4,10,560508,07:41:22:102
0,8,10,561008,07:41:22:602
1,6,4,561508,07:41:23:102
2,5,3,562008,07:41:23:602
-3,6,5,562508,07:41:24:102
0,4,3,563007,07:41:24:601
-1,9,6,563507,07:41:25:101
1,8,6,564008,07:41:25:602
0,6,9,564508,07:41:26:102
-5,5,9,565007,07:41:26:601
1,4,11,565507,07:41:27:101
2,5,8,566008,07:41:27:602
4,2,12,566508,07:41:28:102
0,0,8,567007,07:41:28:601
-3,1,8,567507,07:41:29:101
