0,3,9,0,0,0,39,8,2018-07-25 07:32:01:602
-1,4,9,0,0,0,39,508,2018-07-25 07:32:02:102
-1,4,9,0,0,0,38,1007,2018-07-25 07:32:02:601
-1,4,9,0,0,0,38,1507,2018-07-25 07:32:03:101
-1,4,8,0,0,0,38,2007,2018-07-25 07:32:03:601
-4,5,8,0,0,1,38,2508,2018-07-25 07:32:04:102
-3,5,8,0,0,0,38,3007,2018-07-25 07:32:04:601
-2,5,8,0,0,0,40,3508,2018-07-25 07:32:05:102
-6,7,7,-2,2,0,40,4007,2018-07-25 07:32:05:601
-12,-6,2,-4,-5,-1,40,4507,2018-07-25 07:32:06:101
-7,-1,-1,2,1,-1,70,5007,2018-07-25 07:32:06:601
-15,-5,0,-6,-4,-8,0,5508,2018-07-25 07:32:07:102
-3,-9,8,-4,-1,6,0,6008,2018-07-25 07:32:07:602
0,-9,-1,1,0,-2,6,6507,2018-07-25 07:32:08:101
-1,-11,0,-1,0,1,6,7008,2018-07-25 07:32:08:602
0,-10,1,-1,0,0,6,7508,2018-07-25 07:32:09:102
2,-10,0,1,0,1,13,8008,2018-07-25 07:32:09:602
2,-10,0,0,0,1,13,8507,2018-07-25 07:32:10:101
2,-9,0,0,1,-1,12,9007,2018-07-25 07:32:10:601
-1,-10,-1,-2,0,-1,13,9508,2018-07-25 07:32:11:102
0,-10,0,-1,0,0,0,10007,2018-07-25 07:32:11:601
1,-10,0,1,0,1,2,10508,2018-07-25 07:32:12:102
1,-10,0,0,0,0,2,11008,2018-07-25 07:32:12:602
1,-10,0,0,0,1,2,11507,2018-07-25 07:32:13:101
1,-10,-1,0,0,0,3,12007,2018-07-25 07:32:13:601
0,-10,0,-1,0,1,2,12507,2018-07-25 07:32:14:101
1,-10,-1,0,0,0,2,13007,2018-07-25 07:32:14:601
1,-10,-1,0,0,0,0,13508,2018-07-25 07:32:15:102
1,-10,-1,0,0,0,0,14007,2018-07-25 07:32:15:601
1,-10,-1,0,0,0,0,14507,2018-07-25 07:32:16:101
1,-10,-1,0,0,0,0,15008,2018-07-25 07:32:16:602
1,-10,-1,0,0,0,0,15508,2018-07-25 07:32:17:102
1,-10,-1,0,0,0,2,16008,2018-07-25 07:32:17:602
1,-10,-1,0,0,0,2,16508,2018-07-25 07:32:18:102
1,-8,-1,0,2,0,2,17007,2018-07-25 07:32:18:601
1,-10,-1,1,0,0,3,17508,2018-07-25 07:32:19:102
1,-10,-1,0,0,0,3,18007,2018-07-25 07:32:19:601
1,-10,-1,0,0,0,3,18508,2018-07-25 07:32:20:102
1,-10,-1,0,0,0,2,19007,2018-07-25 07:32:20:601
1,-10,-1,0,0,0,2,19507,2018-07-25 07:32:21:101
1,-10,-1,0,0,0,2,20008,2018-07-25 07:32:21:602
1,-10,-1,0,0,0,2,20507,2018-07-25 07:32:22:101
1,-10,-1,0,0,0,2,21008,2018-07-25 07:32:22:602
1,-10,-1,0,0,0,0,21508,2018-07-25 07:32:23:102
1,-10,-1,0,-1,0,0,22008,2018-07-25 07:32:23:602
1,-10,-1,0,0,0,0,22508,2018-07-25 07:32:24:102
1,-10,0,0,0,1,0,23007,2018-07-25 07:32:24:601
1,-10,-1,0,0,0,2,23507,2018-07-25 07:32:25:101
1,-10,-1,0,0,0,1,24007,2018-07-25 07:32:25:601
1,-10,-1,0,0,0,2,24507,2018-07-25 07:32:26:101
1,-10,-1,0,0,0,2,25007,2018-07-25 07:32:26:601
1,-10,-1,0,0,0,2,25508,2018-07-25 07:32:27:102
1,-10,-1,0,0,0,3,26008,2018-07-25 07:32:27:602
1,-10,-1,0,0,0,2,26508,2018-07-25 07:32:28:102
1,-10,-1,0,0,0,2,27007,2018-07-25 07:32:28:601
1,-10,-1,0,0,0,2,27508,2018-07-25 07:32:29:102
1,-10,-1,0,0,0,2,28007,2018-07-25 07:32:29:601
1,-10,-1,0,0,0,2,28508,2018-07-25 07:32:30:102
1,-10,0,0,0,1,2,29007,2018-07-25 07:32:30:601
1,-10,-1,0,0,0,2,29507,2018-07-25 07:32:31:101
1,-10,-1,0,0,0,2,30007,2018-07-25 07:32:31:601
0,-10,-1,0,0,0,2,30508,2018-07-25 07:32:32:102
0,-10,-1,0,0,0,2,31007,2018-07-25 07:32:32:601
2,-11,-1,1,-1,-2,1,31508,2018-07-25 07:32:33:102
1,-9,3,0,1,1,3,32008,2018-07-25 07:32:33:602
0,-10,-1,-1,0,-1,3,32508,2018-07-25 07:32:34:102
0,-10,1,-1,0,2,5,33007,2018-07-25 07:32:34:601
1,-11,-2,0,-1,-3,5,33508,2018-07-25 07:32:35:102
6,-14,-3,5,-1,-5,5,34008,2018-07-25 07:32:35:602
0,-10,-1,-1,0,1,4,34507,2018-07-25 07:32:36:101
0,-9,1,-2,1,-2,3,35007,2018-07-25 07:32:36:601
-1,-11,-2,-1,-2,-3,3,35507,2018-07-25 07:32:37:101
2,-12,4,-2,-3,4,5,36007,2018-07-25 07:32:37:601
3,-6,4,2,3,2,5,36508,2018-07-25 07:32:38:102
0,-12,8,0,-3,8,2,37008,2018-07-25 07:32:38:602
2,-22,20,0,-5,17,7,37508,2018-07-25 07:32:39:102
0,-10,0,0,0,2,8,38008,2018-07-25 07:32:39:602
2,-3,-2,3,6,-7,8,38508,2018-07-25 07:32:40:102
0,-10,1,-1,1,1,8,39008,2018-07-25 07:32:40:602
2,-3,-3,2,6,-7,8,39508,2018-07-25 07:32:41:102
0,-7,1,-2,2,3,5,40008,2018-07-25 07:32:41:602
-2,-7,-2,-5,2,-4,8,40508,2018-07-25 07:32:42:102
0,-11,3,-2,0,2,8,41007,2018-07-25 07:32:42:601
1,-5,-1,2,3,-4,5,41508,2018-07-25 07:32:43:102
1,-8,-1,-1,1,-4,5,42008,2018-07-25 07:32:43:602
4,-13,-3,2,-4,-6,5,42507,2018-07-25 07:32:44:101
2,-12,-3,1,-6,-5,4,43008,2018-07-25 07:32:44:602
2,-11,2,1,-2,2,4,43508,2018-07-25 07:32:45:102
3,-9,3,1,0,1,9,44007,2018-07-25 07:32:45:601
-1,-10,-1,-3,-1,-3,7,44507,2018-07-25 07:32:46:101
0,-10,0,-1,0,2,14,45007,2018-07-25 07:32:46:601
-1,-9,2,-2,0,0,14,45507,2018-07-25 07:32:47:101
1,-7,4,1,0,2,10,46008,2018-07-25 07:32:47:602
1,-10,-1,-1,-1,1,10,46507,2018-07-25 07:32:48:101
2,-5,-1,2,4,-5,5,47008,2018-07-25 07:32:48:602
1,-9,1,0,0,1,9,47507,2018-07-25 07:32:49:101
-1,-10,-1,-1,-1,2,9,48008,2018-07-25 07:32:49:602
3,-10,5,2,0,1,7,48507,2018-07-25 07:32:50:101
1,-9,2,0,0,0,11,49008,2018-07-25 07:32:50:602
1,-9,2,0,0,0,8,49507,2018-07-25 07:32:51:101
1,-9,2,0,0,0,8,50007,2018-07-25 07:32:51:601
1,-9,2,0,0,0,8,50507,2018-07-25 07:32:52:101
2,-9,2,0,0,0,4,51007,2018-07-25 07:32:52:601
2,-9,1,0,0,-1,5,51508,2018-07-25 07:32:53:102
1,-9,1,-1,0,0,6,52008,2018-07-25 07:32:53:602
2,-10,-1,1,0,-1,6,52508,2018-07-25 07:32:54:102
1,-10,0,0,0,1,8,53008,2018-07-25 07:32:54:602
4,-8,-2,2,1,-1,8,53508,2018-07-25 07:32:55:102
3,-8,0,1,1,-1,5,54007,2018-07-25 07:32:55:601
0,-10,-2,-1,0,-2,6,54507,2018-07-25 07:32:56:101
1,-10,-1,-1,0,1,6,55008,2018-07-25 07:32:56:602
0,-10,1,-1,0,-2,5,55508,2018-07-25 07:32:57:102
0,-10,3,-1,0,1,6,56008,2018-07-25 07:32:57:602
1,-10,2,1,0,2,6,56508,2018-07-25 07:32:58:102
0,-12,-2,-2,-3,-4,6,57007,2018-07-25 07:32:58:601
2,-9,4,0,0,3,6,57508,2018-07-25 07:32:59:102
-1,-9,2,-2,0,3,7,58007,2018-07-25 07:32:59:601
-2,-11,-4,-3,-1,-7,9,58507,2018-07-25 07:33:00:101
1,-9,1,0,1,-1,7,59008,2018-07-25 07:33:00:602
1,-10,1,0,0,2,7,59507,2018-07-25 07:33:01:101
0,-10,-1,-1,0,0,6,60007,2018-07-25 07:33:01:601
2,-9,2,-2,0,2,2,60507,2018-07-25 07:33:02:101
2,-9,2,0,0,0,2,61008,2018-07-25 07:33:02:602
3,-12,-1,1,-2,-2,2,61508,2018-07-25 07:33:03:102
1,-10,3,1,0,4,2,62007,2018-07-25 07:33:03:601
-1,-9,1,-2,0,-1,4,62508,2018-07-25 07:33:04:102
3,-10,2,0,1,0,4,63008,2018-07-25 07:33:04:602
1,-10,-1,0,0,-1,3,63508,2018-07-25 07:33:05:102
1,-10,1,-1,0,2,2,64007,2018-07-25 07:33:05:601
1,-9,3,0,0,1,2,64508,2018-07-25 07:33:06:102
0,-10,0,-1,0,-1,2,65007,2018-07-25 07:33:06:601
4,-10,-4,4,0,-5,9,65508,2018-07-25 07:33:07:102
