sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Mph);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;50.0;0.0;15.0;81.0;-117.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;85007;2018-07-25 07:33:26:601
2.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;49.0;-1.0;13.0;81.0;-120.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;85508;2018-07-25 07:33:27:102
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;49.0;0.0;12.0;81.0;-112.0;0.0;41.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;9 / 11;86008;2018-07-25 07:33:27:602
2.0;-10.0;-1.0;1.0;-10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;49.0;0.0;11.0;81.0;-109.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;9 / 11;86507;2018-07-25 07:33:28:101
2.0;-10.0;-1.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;49.0;-2.0;5.0;82.0;-109.0;0.0;45.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 8;87008;2018-07-25 07:33:28:602
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;49.0;-4.0;9.0;83.0;-124.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 8;87508;2018-07-25 07:33:29:102
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;49.0;-6.0;14.0;85.0;-138.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 8;88008;2018-07-25 07:33:29:602
1.0;-10.0;-1.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;12.0;49.0;-6.0;8.0;86.0;-126.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 8;88507;2018-07-25 07:33:30:101
2.0;-10.0;0.0;1.0;-10.0;0.0;1.0;0.0;-1.0;0.0;2.0;0.0;1.0;9.0;49.0;-1.0;9.0;82.0;-111.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;89007;2018-07-25 07:33:30:601
2.0;-10.0;1.0;2.0;-10.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;49.0;-1.0;352.0;80.0;-80.0;0.0;33.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;89508;2018-07-25 07:33:31:102
2.0;-10.0;1.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;49.0;0.0;357.0;78.0;-81.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;90008;2018-07-25 07:33:31:602
2.0;-9.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;49.0;0.0;358.0;77.0;-83.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;90507;2018-07-25 07:33:32:101
2.0;-9.0;1.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;49.0;1.0;2.0;77.0;-84.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 7;91007;2018-07-25 07:33:32:601
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;48.0;1.0;2.0;77.0;-86.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 7;91507;2018-07-25 07:33:33:101
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;48.0;2.0;8.0;78.0;-92.0;0.0;37.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;92008;2018-07-25 07:33:33:602
2.0;-9.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;49.0;2.0;10.0;78.0;-96.0;0.0;39.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;92508;2018-07-25 07:33:34:102
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;49.0;2.0;9.0;79.0;-96.0;0.0;40.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;8 / 9;93008;2018-07-25 07:33:34:602
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;49.0;1.0;6.0;80.0;-94.0;0.0;32.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;8 / 9;93508;2018-07-25 07:33:35:102
1.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;48.0;2.0;8.0;81.0;-92.0;0.0;32.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;94008;2018-07-25 07:33:35:602
2.0;-10.0;0.0;1.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;49.0;2.0;10.0;82.0;-95.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;94507;2018-07-25 07:33:36:101
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;49.0;2.0;8.0;81.0;-92.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 5;95007;2018-07-25 07:33:36:601
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;49.0;0.0;357.0;80.0;-85.0;0.0;38.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 5;95508;2018-07-25 07:33:37:102
2.0;-10.0;1.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;48.0;0.0;354.0;79.0;-78.0;0.0;37.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 6;96008;2018-07-25 07:33:37:602
2.0;-10.0;1.0;2.0;-10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;49.0;0.0;349.0;80.0;-69.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 6;96508;2018-07-25 07:33:38:102
2.0;-10.0;1.0;2.0;-10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;49.0;-1.0;342.0;80.0;-60.0;0.0;33.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;97007;2018-07-25 07:33:38:601
2.0;-9.0;2.0;2.0;-10.0;1.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;7.0;50.0;-2.0;338.0;78.0;-54.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;97507;2018-07-25 07:33:39:101
2.0;-10.0;1.0;1.0;-10.0;-1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;11.0;48.0;4.0;33.0;81.0;-122.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;98007;2018-07-25 07:33:39:601
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;48.0;1.0;23.0;83.0;-120.0;0.0;40.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;98508;2018-07-25 07:33:40:102
1.0;-10.0;-1.0;1.0;-10.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;11.0;48.0;1.0;12.0;83.0;-102.0;0.0;42.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;99007;2018-07-25 07:33:40:601
3.0;-10.0;-1.0;2.0;-10.0;0.0;1.0;0.0;-1.0;-1.0;1.0;0.0;0.0;8.0;49.0;-2.0;357.0;80.0;-99.0;0.0;44.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;99507;2018-07-25 07:33:41:101
2.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;49.0;-3.0;348.0;79.0;-87.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;100007;2018-07-25 07:33:41:601
1.0;-9.0;0.0;1.0;-10.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;9.0;49.0;-2.0;359.0;81.0;-100.0;0.0;37.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;100507;2018-07-25 07:33:42:101
0.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;47.0;-6.0;8.0;85.0;-132.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;101008;2018-07-25 07:33:42:602
-1.0;-11.0;0.0;1.0;-10.0;0.0;-3.0;0.0;0.0;0.0;-1.0;0.0;0.0;2.0;47.0;-12.0;323.0;82.0;-109.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;101508;2018-07-25 07:33:43:102
-1.0;-10.0;0.0;1.0;-9.0;2.0;-2.0;-1.0;0.0;0.0;0.0;1.0;0.0;-4.0;43.0;-27.0;220.0;74.0;-31.0;0.0;41.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;102007;2018-07-25 07:33:43:601
-2.0;-11.0;-2.0;1.0;-10.0;2.0;-3.0;-1.0;-3.0;1.0;-2.0;0.0;0.0;-14.0;42.0;-23.0;193.0;76.0;-39.0;0.0;45.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;102507;2018-07-25 07:33:44:101
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;-17.0;46.0;-11.0;254.0;81.0;-111.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;103008;2018-07-25 07:33:44:602
1.0;-9.0;1.0;1.0;-9.0;3.0;0.0;1.0;-2.0;0.0;-2.0;0.0;6.0;-13.0;41.0;-26.0;170.0;74.0;-21.0;0.0;39.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 9;103508;2018-07-25 07:33:45:102
2.0;-9.0;1.0;2.0;-9.0;2.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;6.0;-20.0;42.0;-19.0;168.0;75.0;-38.0;0.0;41.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;104008;2018-07-25 07:33:45:602
1.0;-10.0;0.0;2.0;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;-22.0;44.0;-6.0;223.0;81.0;-105.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 10;104507;2018-07-25 07:33:46:101
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;-1.0;0.0;3.0;-20.0;45.0;-4.0;235.0;82.0;-119.0;0.0;34.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 7;105008;2018-07-25 07:33:46:602
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;-20.0;45.0;-3.0;235.0;84.0;-124.0;0.0;47.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 7;105507;2018-07-25 07:33:47:101
1.0;-10.0;0.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;-20.0;44.0;-2.0;231.0;84.0;-125.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;106007;2018-07-25 07:33:47:601
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;45.0;-3.0;233.0;85.0;-126.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;5 / 11;106507;2018-07-25 07:33:48:101
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;45.0;-4.0;241.0;84.0;-131.0;0.0;33.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 8;107007;2018-07-25 07:33:48:601
1.0;-10.0;-1.0;1.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;45.0;-3.0;251.0;84.0;-139.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;0 / 8;107508;2018-07-25 07:33:49:102
1.0;-10.0;-1.0;1.0;-10.0;-1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-19.0;45.0;-4.0;258.0;84.0;-143.0;0.0;33.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;6 / 7;108007;2018-07-25 07:33:49:601
0.0;-10.0;0.0;0.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;44.0;-2.0;245.0;85.0;-140.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;6 / 7;108508;2018-07-25 07:33:50:102
0.0;-10.0;1.0;0.0;-10.0;-1.0;-1.0;0.0;2.0;0.0;-1.0;0.0;0.0;-18.0;45.0;6.0;232.0;87.0;-154.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;109007;2018-07-25 07:33:50:601
1.0;-11.0;5.0;1.0;-10.0;0.0;2.0;-2.0;5.0;1.0;-2.0;0.0;0.0;-17.0;43.0;15.0;141.0;81.0;-104.0;0.0;36.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;109507;2018-07-25 07:33:51:101
-1.0;-9.0;2.0;0.0;-9.0;3.0;0.0;1.0;0.0;-1.0;-1.0;0.0;0.0;-3.0;49.0;4.0;9.0;74.0;2.0;0.0;41.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;110008;2018-07-25 07:33:51:602
0.0;-9.0;0.0;1.0;-10.0;0.0;-1.0;1.0;0.0;-1.0;-1.0;0.0;0.0;-4.0;46.0;18.0;68.0;84.0;-70.0;0.0;44.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;110508;2018-07-25 07:33:52:102
6.0;-13.0;-2.0;1.0;-10.0;1.0;6.0;-3.0;-3.0;1.0;5.0;0.0;5.0;-3.0;49.0;10.0;23.0;81.0;-23.0;0.0;35.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;111007;2018-07-25 07:33:52:601
4.0;-1.0;-7.0;0.0;-9.0;3.0;4.0;6.0;-7.0;-1.0;2.0;0.0;5.0;-3.0;50.0;2.0;11.0;73.0;-8.0;0.0;51.0;42.49;-83.42;;862.9278763116505;1.0;733.3;172.0;7 / 8;111508;2018-07-25 07:33:53:102
1.0;-12.0;1.0;1.0;-9.0;-2.0;0.0;-2.0;3.0;-1.0;3.0;0.0;8.0;-12.0;39.0;28.0;180.0;77.0;-157.0;0.0;43.0;42.49;-83.42;778.0;862.9278763116505;1.0;103.23;84.0;7 / 8;112007;2018-07-25 07:33:53:601
1.0;-6.0;2.0;0.0;-9.0;3.0;2.0;4.0;-2.0;-1.0;0.0;0.0;3.0;-14.0;47.0;-2.0;53.0;73.0;3.0;0.0;43.0;42.49;-83.42;778.0;863.3684186351546;1.0;103.23;84.0;7 / 8;112508;2018-07-25 07:33:54:102
1.0;-8.0;1.0;1.0;-10.0;-1.0;1.0;1.0;1.0;-1.0;1.0;0.0;3.0;-19.0;43.0;14.0;128.0;85.0;-80.0;0.0;41.0;42.49;-83.42;776.0;863.3684186351546;1.0;154.84;103.0;7 / 8;113008;2018-07-25 07:33:54:602
5.0;-11.0;4.0;0.0;-10.0;2.0;6.0;-2.0;1.0;1.0;1.0;0.0;6.0;-18.0;46.0;-4.0;80.0;79.0;-7.0;0.0;37.0;42.49;-83.42;776.0;863.3684186351546;1.0;154.84;103.0;7 / 8;113507;2018-07-25 07:33:55:101
4.0;-10.0;-6.0;0.0;-9.0;3.0;5.0;2.0;-8.0;-2.0;3.0;-2.0;3.0;-20.0;44.0;-10.0;83.0;73.0;0.0;0.0;50.0;42.49;-83.42;772.0;863.3684186351546;2.0;154.84;105.0;7 / 8;114008;2018-07-25 07:33:55:602
1.0;-15.0;0.0;1.0;-10.0;-1.0;-1.0;-4.0;3.0;4.0;-2.0;2.0;3.0;-23.0;42.0;-2.0;270.0;73.0;-150.0;0.0;44.0;42.49;-83.42;772.0;863.3684186351546;2.0;154.84;105.0;7 / 8;114508;2018-07-25 07:33:56:102
7.0;-23.0;7.0;0.0;-9.0;3.0;8.0;-10.0;5.0;0.0;0.0;0.0;4.0;-20.0;38.0;-14.0;95.0;72.0;-1.0;0.0;52.0;42.49;-83.42;767.0;863.3684186351546;2.0;154.84;109.0;6 / 8;115007;2018-07-25 07:33:56:601
-1.0;-14.0;-1.0;1.0;-9.0;-3.0;-3.0;-4.0;2.0;1.0;1.0;1.0;4.0;-24.0;34.0;7.0;262.0;69.0;-156.0;0.0;46.0;42.49;-83.42;767.0;863.3684186351546;2.0;154.84;109.0;6 / 8;115507;2018-07-25 07:33:57:101
3.0;-4.0;10.0;0.0;-9.0;3.0;0.0;4.0;4.0;1.0;2.0;1.0;7.0;-19.0;40.0;-9.0;87.0;71.0;-14.0;0.0;49.0;42.49;-83.42;762.0;863.3684186351546;3.0;154.84;114.0;6 / 8;116008;2018-07-25 07:33:57:602
-1.0;-12.0;4.0;2.0;-9.0;-3.0;-3.0;-2.0;7.0;1.0;2.0;1.0;7.0;-27.0;39.0;9.0;263.0;68.0;-158.0;0.0;52.0;42.49;-83.42;762.0;863.3684186351546;3.0;154.84;114.0;6 / 8;116508;2018-07-25 07:33:58:102
-4.0;-18.0;12.0;1.0;-9.0;2.0;-5.0;-8.0;9.0;0.0;-1.0;0.0;7.0;-24.0;40.0;-19.0;119.0;76.0;-9.0;0.0;45.0;42.49;-83.42;758.0;863.3684186351546;3.0;154.84;105.0;7 / 9;117008;2018-07-25 07:33:58:602
1.0;-11.0;1.0;1.0;-9.0;-3.0;0.0;-2.0;4.0;-1.0;-1.0;0.0;7.0;-29.0;40.0;5.0;262.0;72.0;-154.0;0.0;51.0;42.49;-83.42;758.0;863.3684186351546;3.0;154.84;105.0;7 / 9;117508;2018-07-25 07:33:59:102
6.0;-4.0;-3.0;0.0;-9.0;4.0;5.0;5.0;-6.0;-3.0;0.0;0.0;9.0;-27.0;37.0;-17.0;100.0;69.0;-5.0;0.0;48.0;42.49;-83.42;755.0;863.3684186351546;3.0;154.84;101.0;6 / 9;118008;2018-07-25 07:33:59:602
1.0;-9.0;-1.0;1.0;-10.0;-2.0;-1.0;1.0;1.0;0.0;-2.0;0.0;4.0;-29.0;36.0;10.0;216.0;78.0;-136.0;0.0;56.0;42.49;-83.42;755.0;863.3684186351546;3.0;154.84;101.0;6 / 9;118507;2018-07-25 07:34:00:101
4.0;-5.0;-3.0;0.0;-9.0;3.0;5.0;6.0;-7.0;-3.0;-1.0;-1.0;6.0;-25.0;36.0;-11.0;87.0;72.0;0.0;0.0;47.0;42.49;-83.42;;863.3684186351546;3.0;797.35;100.0;0 / 9;119007;2018-07-25 07:34:00:601
1.0;-9.0;1.0;1.0;-10.0;-2.0;0.0;1.0;3.0;0.0;0.0;0.0;6.0;-26.0;36.0;13.0;214.0;80.0;-143.0;0.0;40.0;42.49;-83.42;;863.3684186351546;3.0;797.35;100.0;0 / 9;119508;2018-07-25 07:34:01:102
4.0;-5.0;-2.0;0.0;-9.0;3.0;2.0;4.0;-5.0;0.0;-2.0;0.0;6.0;-21.0;43.0;-6.0;68.0;70.0;-2.0;0.0;44.0;42.49;-83.42;;863.3684186351546;3.0;797.35;100.0;5 / 12;120008;2018-07-25 07:34:01:602
1.0;-8.0;1.0;1.0;-10.0;0.0;-1.0;1.0;1.0;-2.0;-2.0;0.0;6.0;-21.0;40.0;17.0;126.0;83.0;-84.0;0.0;43.0;42.49;-83.42;;863.3684186351546;3.0;797.35;100.0;5 / 12;120507;2018-07-25 07:34:02:101
